training objective,layer,variables localized,accuracy,model index,size
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9480000138282776,42,4
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.875,42,4
"Equal (0.4, 0.4, 0.4)",,Area,0.7099999785423279,42,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9430000185966492,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.944000005722046,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9470000267028807,43,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.722000002861023,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9240000247955322,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.906000018119812,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.8830000162124634,43,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.671999990940094,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9380000233650208,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.9390000104904176,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9229999780654908,43,4
"Prefer Area (0.3, 0.4, 0.5)",,"Circularity, Area",0.746999979019165,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9160000085830688,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.8980000019073486,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.8930000066757202,43,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.5839999914169312,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9100000262260436,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9290000200271606,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9279999732971193,43,4
"Prefer Area (0.3, 0.4, 0.5)",,Circularity,0.6650000214576721,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9470000267028807,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.949999988079071,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9390000104904176,43,4
"Prefer Area (0.3, 0.4, 0.5)",,Color,0.6840000152587891,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9399999976158142,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9359999895095824,43,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.8769999742507935,43,4
"Prefer Area (0.3, 0.4, 0.5)",,Area,0.7020000219345093,43,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9399999976158142,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.925000011920929,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9380000233650208,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.5320000052452087,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9190000295639038,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9210000038146972,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9110000133514404,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6050000190734863,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.930999994277954,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9330000281333924,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.9120000004768372,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",,"Circularity, Area",0.7369999885559082,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9399999976158142,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9259999990463256,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8980000019073486,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6430000066757202,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.9089999794960022,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.9079999923706056,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8550000190734863,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Circularity,0.6840000152587891,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.9559999704360962,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9409999847412108,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9200000166893004,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Color,0.777999997138977,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9490000009536744,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9449999928474426,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9269999861717224,44,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Area,0.7570000290870667,44,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9549999833106996,45,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9409999847412108,45,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.9290000200271606,45,4
"Equal (0.4, 0.4, 0.4)",,,0.5040000081062317,45,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9200000166893004,45,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.925000011920929,45,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.890999972820282,45,4
"Equal (0.4, 0.4, 0.4)",,,0.7129999995231628,45,4
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9369999766349792,45,4
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9259999990463256,45,4
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9010000228881836,45,4
"Equal (0.4, 0.4, 0.4)",,"Circularity, Area",0.6140000224113464,45,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9169999957084656,45,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9089999794960022,45,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.8610000014305115,45,4
"Equal (0.4, 0.4, 0.4)",,,0.6700000166893005,45,4
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.9229999780654908,45,4
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.8989999890327454,45,4
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.8809999823570251,45,4
"Equal (0.4, 0.4, 0.4)",,Circularity,0.6970000267028809,45,4
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9509999752044678,45,4
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9589999914169312,45,4
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9359999895095824,45,4
"Equal (0.4, 0.4, 0.4)",,Color,0.6949999928474426,45,4
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9369999766349792,45,4
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9430000185966492,45,4
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.9070000052452089,45,4
"Equal (0.4, 0.4, 0.4)",,Area,0.7450000047683716,45,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9470000267028807,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9509999752044678,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9610000252723694,46,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.6869999766349792,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.8980000019073486,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9210000038146972,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.8830000162124634,46,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.746999979019165,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9350000023841858,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.9430000185966492,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9010000228881836,46,4
"Prefer Area (0.3, 0.4, 0.5)",,"Circularity, Area",0.6169999837875366,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.930999994277954,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9229999780654908,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9049999713897704,46,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.6420000195503235,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9259999990463256,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.921999990940094,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9120000004768372,46,4
"Prefer Area (0.3, 0.4, 0.5)",,Circularity,0.7879999876022339,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9629999995231628,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9729999899864196,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.912999987602234,46,4
"Prefer Area (0.3, 0.4, 0.5)",,Color,0.7289999723434448,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9330000281333924,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9390000104904176,46,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.875,46,4
"Prefer Area (0.3, 0.4, 0.5)",,Area,0.6899999976158142,46,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9330000281333924,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9449999928474426,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9570000171661376,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.8809999823570251,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9089999794960022,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9229999780654908,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9139999747276306,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6150000095367432,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.925000011920929,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9269999861717224,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.8960000276565552,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",,"Circularity, Area",0.6200000047683716,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9190000295639038,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9020000100135804,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8769999742507935,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6710000038146973,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.9039999842643738,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.902999997138977,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8840000033378601,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Circularity,0.6769999861717224,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.9480000138282776,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9549999833106996,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9430000185966492,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Color,0.7080000042915344,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9459999799728394,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9390000104904176,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9259999990463256,47,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Area,0.7580000162124634,47,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9509999752044678,48,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9380000233650208,48,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.9539999961853028,48,4
"Equal (0.4, 0.4, 0.4)",,,0.8199999928474426,48,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9110000133514404,48,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9240000247955322,48,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.9100000262260436,48,4
"Equal (0.4, 0.4, 0.4)",,,0.6330000162124634,48,4
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9300000071525574,48,4
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.930999994277954,48,4
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9160000085830688,48,4
"Equal (0.4, 0.4, 0.4)",,"Circularity, Area",0.6499999761581421,48,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9169999957084656,48,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9049999713897704,48,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.9020000100135804,48,4
"Equal (0.4, 0.4, 0.4)",,,0.6809999942779541,48,4
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.906000018119812,48,4
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.8989999890327454,48,4
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.9010000228881836,48,4
"Equal (0.4, 0.4, 0.4)",,Circularity,0.6539999842643738,48,4
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9570000171661376,48,4
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9660000205039978,48,4
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9480000138282776,48,4
"Equal (0.4, 0.4, 0.4)",,Color,0.6970000267028809,48,4
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9430000185966492,48,4
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9459999799728394,48,4
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.9079999923706056,48,4
"Equal (0.4, 0.4, 0.4)",,Area,0.7549999952316284,48,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9480000138282776,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9350000023841858,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.949999988079071,49,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.515999972820282,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9200000166893004,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.912999987602234,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9139999747276306,49,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.7170000076293945,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9509999752044678,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.944000005722046,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.915000021457672,49,4
"Prefer Area (0.3, 0.4, 0.5)",,"Circularity, Area",0.7329999804496765,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9369999766349792,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9039999842643738,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9049999713897704,49,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.6600000262260437,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9330000281333924,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9229999780654908,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9240000247955322,49,4
"Prefer Area (0.3, 0.4, 0.5)",,Circularity,0.4990000128746032,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9610000252723694,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9539999961853028,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9520000219345092,49,4
"Prefer Area (0.3, 0.4, 0.5)",,Color,0.7549999952316284,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9330000281333924,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9330000281333924,49,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.8870000243186951,49,4
"Prefer Area (0.3, 0.4, 0.5)",,Area,0.7390000224113464,49,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.930999994277954,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.944000005722046,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9319999814033508,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.9520000219345092,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9039999842643738,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.8960000276565552,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9079999923706056,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6740000247955322,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9290000200271606,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9319999814033508,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.9300000071525574,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",,"Circularity, Area",0.5979999899864197,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9390000104904176,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.925000011920929,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8849999904632568,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6930000185966492,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.8960000276565552,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.890999972820282,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8949999809265137,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Circularity,0.6480000019073486,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.9660000205039978,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9549999833106996,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9340000152587892,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Color,0.7210000157356262,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9490000009536744,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9449999928474426,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.925000011920929,50,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Area,0.7590000033378601,50,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.930999994277954,51,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9179999828338624,51,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.9470000267028807,51,4
"Equal (0.4, 0.4, 0.4)",,,0.5210000276565552,51,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9049999713897704,51,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9010000228881836,51,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.8939999938011169,51,4
"Equal (0.4, 0.4, 0.4)",,,0.5820000171661377,51,4
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.930999994277954,51,4
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9290000200271606,51,4
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9200000166893004,51,4
"Equal (0.4, 0.4, 0.4)",,"Circularity, Area",0.5820000171661377,51,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9179999828338624,51,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9229999780654908,51,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.890999972820282,51,4
"Equal (0.4, 0.4, 0.4)",,,0.734000027179718,51,4
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.912999987602234,51,4
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.9020000100135804,51,4
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.8999999761581421,51,4
"Equal (0.4, 0.4, 0.4)",,Circularity,0.7289999723434448,51,4
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9490000009536744,51,4
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9629999995231628,51,4
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9430000185966492,51,4
"Equal (0.4, 0.4, 0.4)",,Color,0.5889999866485596,51,4
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9419999718666076,51,4
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.915000021457672,51,4
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.8930000066757202,51,4
"Equal (0.4, 0.4, 0.4)",,Area,0.7250000238418579,51,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9319999814033508,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9279999732971193,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.953000009059906,52,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.7979999780654907,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9190000295639038,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9210000038146972,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.8949999809265137,52,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.7089999914169312,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9459999799728394,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.9409999847412108,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.930999994277954,52,4
"Prefer Area (0.3, 0.4, 0.5)",,"Circularity, Area",0.6069999933242798,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9210000038146972,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9200000166893004,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.8960000276565552,52,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.7409999966621399,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9160000085830688,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9300000071525574,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.8989999890327454,52,4
"Prefer Area (0.3, 0.4, 0.5)",,Circularity,0.8040000200271606,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9629999995231628,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.975000023841858,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9409999847412108,52,4
"Prefer Area (0.3, 0.4, 0.5)",,Color,0.7319999933242798,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9399999976158142,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9359999895095824,52,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.906000018119812,52,4
"Prefer Area (0.3, 0.4, 0.5)",,Area,0.7549999952316284,52,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9340000152587892,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9290000200271606,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9509999752044678,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.5120000243186951,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9200000166893004,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9210000038146972,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8960000276565552,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.7630000114440918,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9350000023841858,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9350000023841858,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.9039999842643738,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",,"Circularity, Area",0.6690000295639038,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9160000085830688,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9200000166893004,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8659999966621399,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.7009999752044678,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.9079999923706056,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.9049999713897704,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8799999952316284,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Circularity,0.7229999899864197,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.968999981880188,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.953000009059906,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9279999732971193,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Color,0.6679999828338623,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9319999814033508,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9380000233650208,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.915000021457672,53,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Area,0.8050000071525574,53,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9380000233650208,54,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9269999861717224,54,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.944000005722046,54,4
"Equal (0.4, 0.4, 0.4)",,,0.7940000295639038,54,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9279999732971193,54,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9319999814033508,54,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.9039999842643738,54,4
"Equal (0.4, 0.4, 0.4)",,,0.6150000095367432,54,4
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9290000200271606,54,4
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9350000023841858,54,4
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9139999747276306,54,4
"Equal (0.4, 0.4, 0.4)",,"Circularity, Area",0.7300000190734863,54,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9290000200271606,54,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9269999861717224,54,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.8939999938011169,54,4
"Equal (0.4, 0.4, 0.4)",,,0.6150000095367432,54,4
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.9079999923706056,54,4
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.9049999713897704,54,4
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.8960000276565552,54,4
"Equal (0.4, 0.4, 0.4)",,Circularity,0.6769999861717224,54,4
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9639999866485596,54,4
