training objective,layer,variables localized,interchange intervention accuracy,model index
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.8709999918937683,83
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.5870000123977661,83
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Color, Area",0.9240000247955322,83
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Color, Area",0.9279999732971193,83
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Color, Area",0.8809999823570251,83
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Color, Area",0.7160000205039978,83
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Circularity,0.8999999761581421,83
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Circularity,0.906000018119812,83
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Circularity,0.8889999985694885,83
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Circularity,0.675000011920929,83
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Color,0.968999981880188,83
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Color,0.9520000219345092,83
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Color,0.9330000281333924,83
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Color,0.7799999713897705,83
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Area,0.9350000023841858,83
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Area,0.9390000104904176,83
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Area,0.9259999990463256,83
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Area,0.7950000166893005,83
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9490000009536744,84
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9210000038146972,84
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.959999978542328,84
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color, Area",0.7540000081062317,84
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9359999895095824,84
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9319999814033508,84
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8980000019073486,84
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color",0.6349999904632568,84
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.930999994277954,84
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9330000281333924,84
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9169999957084656,84
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.722000002861023,84
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.9359999895095824,84
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.9139999747276306,84
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.8820000290870667,84
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.7350000143051147,84
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.8939999938011169,84
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.9229999780654908,84
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.8889999985694885,84
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.6169999837875366,84
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.9589999914169312,84
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.953000009059906,84
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.9269999861717224,84
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.6610000133514404,84
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Area,0.9319999814033508,84
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Area,0.9330000281333924,84
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Area,0.8889999985694885,84
"Equal (0.4, 0.4, 0.4)",fc1 (3),Area,0.7110000252723694,84
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9380000233650208,85
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9559999704360962,85
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.953000009059906,85
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color, Area",0.5320000052452087,85
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.8999999761581421,85
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9279999732971193,85
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8970000147819519,85
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color",0.7020000219345093,85
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9580000042915344,85
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9330000281333924,85
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9269999861717224,85
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Area",0.7149999737739563,85
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Color, Area",0.921999990940094,85
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Color, Area",0.9120000004768372,85
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Color, Area",0.8880000114440918,85
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Color, Area",0.8360000252723694,85
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Circularity,0.9139999747276306,85
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Circularity,0.944000005722046,85
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Circularity,0.9120000004768372,85
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Circularity,0.8379999995231628,85
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Color,0.9589999914169312,85
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Color,0.9589999914169312,85
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Color,0.9490000009536744,85
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Color,0.7160000205039978,85
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Area,0.9409999847412108,85
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Area,0.9409999847412108,85
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Area,0.8980000019073486,85
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Area,0.6940000057220459,85
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9179999828338624,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9449999928474426,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9369999766349792,86
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color, Area",0.9739999771118164,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.921999990940094,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9100000262260436,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8920000195503235,86
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color",0.7409999966621399,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9200000166893004,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.930999994277954,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.8809999823570251,86
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.609000027179718,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Color, Area",0.9300000071525574,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Color, Area",0.8970000147819519,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Color, Area",0.8629999756813049,86
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Color, Area",0.7239999771118164,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Circularity,0.902999997138977,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Circularity,0.902999997138977,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Circularity,0.8690000176429749,86
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Circularity,0.6660000085830688,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Color,0.9660000205039978,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Color,0.9449999928474426,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Color,0.9279999732971193,86
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Color,0.7390000224113464,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Area,0.9419999718666076,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Area,0.9570000171661376,86
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Area,0.9269999861717224,86
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Area,0.8209999799728394,86
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.925000011920929,87
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9470000267028807,87
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9549999833106996,87
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color, Area",0.8790000081062317,87
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.915000021457672,87
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9210000038146972,87
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8679999709129333,87
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color",0.7599999904632568,87
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9169999957084656,87
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.925000011920929,87
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.915000021457672,87
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.5879999995231628,87
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.9139999747276306,87
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.9020000100135804,87
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.8560000061988831,87
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.5870000123977661,87
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.8939999938011169,87
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.890999972820282,87
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.8830000162124634,87
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.7179999947547913,87
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.9589999914169312,87
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.9419999718666076,87
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.9399999976158142,87
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.718999981880188,87
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Area,0.921999990940094,87
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Area,0.9229999780654908,87
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Area,0.871999979019165,87
"Equal (0.4, 0.4, 0.4)",fc1 (3),Area,0.609000027179718,87
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9449999928474426,88
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9409999847412108,88
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.962000012397766,88
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color, Area",0.5709999799728394,88
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9169999957084656,88
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9160000085830688,88
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.9020000100135804,88
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color",0.6809999942779541,88
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9380000233650208,88
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9390000104904176,88
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.921999990940094,88
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Area",0.6150000095367432,88
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Color, Area",0.9340000152587892,88
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Color, Area",0.9200000166893004,88
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Color, Area",0.8690000176429749,88
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Color, Area",0.7549999952316284,88
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Circularity,0.9210000038146972,88
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Circularity,0.9169999957084656,88
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Circularity,0.9179999828338624,88
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Circularity,0.800000011920929,88
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Color,0.949999988079071,88
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Color,0.9679999947547911,88
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Color,0.9279999732971193,88
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Color,0.75,88
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Area,0.9359999895095824,88
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Area,0.9179999828338624,88
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Area,0.8840000033378601,88
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Area,0.746999979019165,88
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9190000295639038,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.921999990940094,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9369999766349792,89
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color, Area",0.5830000042915344,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9169999957084656,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.912999987602234,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8899999856948853,89
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color",0.8080000281333923,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9340000152587892,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9319999814033508,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9039999842643738,89
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.6769999861717224,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Color, Area",0.9459999799728394,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Color, Area",0.9279999732971193,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Color, Area",0.8579999804496765,89
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Color, Area",0.7450000047683716,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Circularity,0.9169999957084656,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Circularity,0.8970000147819519,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Circularity,0.8740000128746033,89
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Circularity,0.6980000138282776,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Color,0.9570000171661376,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Color,0.953000009059906,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Color,0.9319999814033508,89
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Color,0.597000002861023,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Area,0.9419999718666076,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Area,0.9520000219345092,89
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Area,0.9350000023841858,89
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Area,0.746999979019165,89
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9430000185966492,90
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9399999976158142,90
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9610000252723694,90
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color, Area",0.4900000095367431,90
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9089999794960022,90
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9139999747276306,90
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8790000081062317,90
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color",0.7789999842643738,90
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9229999780654908,90
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9169999957084656,90
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9120000004768372,90
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.7120000123977661,90
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.9210000038146972,90
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.902999997138977,90
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.8619999885559082,90
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.7200000286102295,90
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.9169999957084656,90
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.9190000295639038,90
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.878000020980835,90
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.7179999947547913,90
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.9539999961853028,90
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.9639999866485596,90
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.9359999895095824,90
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.7400000095367432,90
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Area,0.9319999814033508,90
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Area,0.9449999928474426,90
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Area,0.8650000095367432,90
"Equal (0.4, 0.4, 0.4)",fc1 (3),Area,0.5989999771118164,90
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9409999847412108,91
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9419999718666076,91
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9539999961853028,91
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color, Area",0.5320000052452087,91
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9020000100135804,91
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.944000005722046,91
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.9079999923706056,91
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color",0.7129999995231628,91
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9290000200271606,91
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9449999928474426,91
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9190000295639038,91
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Area",0.609000027179718,91
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Color, Area",0.9210000038146972,91
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Color, Area",0.9269999861717224,91
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Color, Area",0.9110000133514404,91
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Color, Area",0.7279999852180481,91
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Circularity,0.9300000071525574,91
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Circularity,0.930999994277954,91
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Circularity,0.9240000247955322,91
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Circularity,0.8220000267028809,91
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Color,0.9639999866485596,91
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Color,0.9679999947547911,91
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Color,0.9480000138282776,91
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Color,0.7419999837875366,91
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Area,0.9359999895095824,91
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Area,0.9359999895095824,91
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Area,0.9039999842643738,91
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Area,0.6880000233650208,91
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9459999799728394,92
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9369999766349792,92
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9240000247955322,92
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color, Area",0.746999979019165,92
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.902999997138977,92
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9179999828338624,92
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.902999997138977,92
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color",0.8130000233650208,92
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9390000104904176,92
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9269999861717224,92
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9240000247955322,92
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.6769999861717224,92
